County,Char_1,Char_2,Char_3
"LemhiCounty,Idaho",372,0.00264,89000
"LewisCounty,Idaho",135,0.00595,16000
"LincolnCounty,Idaho",140,0.00299,77000
"MadisonCounty,Idaho",212,0.00359,89000
"MinidokaCounty,Idaho",399,0.00971,60000
"NezPerceCounty,Idaho",187,0.00629,185000
"OneidaCounty,Idaho",257,0.00268,120000
"OwyheeCounty,Idaho",108,0.00725,138000
"PayetteCounty,Idaho",420,0.00843,106000
"PowerCounty,Idaho",168,0.00367,189000
"ShoshoneCounty,Idaho",425,0.00949,108000
"TetonCounty,Idaho",247,0.00447,109000
"TwinFallsCounty,Idaho",334,0.00209,32000
"ValleyCounty,Idaho",332,0.00176,130000
"WashingtonCounty,Idaho",418,0.00847,34000
"AdamsCounty,Illinois",125,0.00389,114000
"AlexanderCounty,Illinois",346,0.00918,21000
"BondCounty,Illinois",227,0.00209,122000
"BooneCounty,Illinois",462,0.00986,158000
"BrownCounty,Illinois",297,0.00694,140000
"BureauCounty,Illinois",112,0.00448,182000
"CalhounCounty,Illinois",356,0.00345,139000
"CarrollCounty,Illinois",381,0.00703,138000
"CassCounty,Illinois",280,0.00853,44000
"ChampaignCounty,Illinois",298,0.00743,28000
"ChristianCounty,Illinois",139,0.00868,23000
"ClarkCounty,Illinois",237,0.0004,27000
"ClayCounty,Illinois",494,0.00719,75000
"ClintonCounty,Illinois",121,0.00171,25000
"ColesCounty,Illinois",159,0.0008,53000
"CookCounty,Illinois",262,0.00951,84000
"CrawfordCounty,Illinois",401,0.00201,18000
"CumberlandCounty,Illinois",285,0.00477,186000
"DeWittCounty,Illinois",346,0.00052,23000
"DeKalbCounty,Illinois",209,0.00469,52000
"DouglasCounty,Illinois",132,0.00758,146000
"DuPageCounty,Illinois",226,0.00578,67000
"EdgarCounty,Illinois",344,0.00802,49000
"EdwardsCounty,Illinois",151,0.00709,36000
"EffinghamCounty,Illinois",112,0.00056,166000
"FayetteCounty,Illinois",143,0.00726,183000
"FordCounty,Illinois",444,0.00742,144000
"FranklinCounty,Illinois",285,0.00473,95000
"FultonCounty,Illinois",321,0.00119,45000
"GallatinCounty,Illinois",186,0.0076,120000
"GreeneCounty,Illinois",392,0.00891,180000
"GrundyCounty,Illinois",148,0.00606,22000
"HamiltonCounty,Illinois",483,0.00747,185000
"HancockCounty,Illinois",321,0.00299,19000
"HardinCounty,Illinois",440,0.00517,116000
"HendersonCounty,Illinois",483,0.00731,93000
"HenryCounty,Illinois",149,0.00085,72000
"IroquoisCounty,Illinois",233,0.00993,22000
"JacksonCounty,Illinois",226,0.00695,145000
"JasperCounty,Illinois",135,0.00682,43000
"JeffersonCounty,Illinois",364,0.00427,13000
"JerseyCounty,Illinois",195,0.00122,99000
"JoDaviessCounty,Illinois",433,0.0085,167000
"JohnsonCounty,Illinois",438,0.00028,148000
"KaneCounty,Illinois",360,0.00043,93000
"KankakeeCounty,Illinois",404,0.00296,103000
"KendallCounty,Illinois",104,0.00746,176000
"KnoxCounty,Illinois",424,0.00536,192000
"LaSalleCounty,Illinois",218,0.00284,158000
"LakeCounty,Illinois",175,0.00913,57000
"LawrenceCounty,Illinois",252,0.00428,66000
"LeeCounty,Illinois",147,0.005,103000
"LivingstonCounty,Illinois",159,0.00179,81000
"LoganCounty,Illinois",474,0.0002,107000
"MaconCounty,Illinois",403,0.00532,95000
"MacoupinCounty,Illinois",320,0.00238,195000
"MadisonCounty,Illinois",232,0.00749,138000
"MarionCounty,Illinois",297,0.00788,159000
"MarshallCounty,Illinois",164,0.00112,11000
"MasonCounty,Illinois",360,0.00916,160000
"MassacCounty,Illinois",350,0.00787,88000
"McDonoughCounty,Illinois",174,0.00048,120000
"McHenryCounty,Illinois",346,0.0057,80000
"McLeanCounty,Illinois",399,0.00228,35000
"MenardCounty,Illinois",150,0.00016,56000
"MercerCounty,Illinois",320,0.00176,125000
"MonroeCounty,Illinois",375,0.00781,104000
"MontgomeryCounty,Illinois",409,0.00254,61000
"MorganCounty,Illinois",381,0.00034,89000
"MoultrieCounty,Illinois",253,0.00983,38000
"OgleCounty,Illinois",208,0.00621,39000
"PeoriaCounty,Illinois",302,0.00462,176000
"PerryCounty,Illinois",310,0.00888,28000
"PiattCounty,Illinois",244,0.00688,11000
"PikeCounty,Illinois",310,0.00641,160000
"PopeCounty,Illinois",214,0.00098,176000
"PulaskiCounty,Illinois",460,0.00209,51000
"PutnamCounty,Illinois",308,0.00347,162000
"RandolphCounty,Illinois",403,0.00131,63000
"RichlandCounty,Illinois",391,0.00154,19000
"RockIslandCounty,Illinois",247,0.00006,60000
"SaintClairCounty,Illinois",145,0.0093,61000
"SalineCounty,Illinois",332,0.00849,11000
"SangamonCounty,Illinois",102,0.00572,50000
"SchuylerCounty,Illinois",455,0.00029,113000
"ScottCounty,Illinois",271,0.00827,141000
"ShelbyCounty,Illinois",138,0.00984,196000
"StarkCounty,Illinois",288,0.00022,27000
"StephensonCounty,Illinois",473,0.00713,156000
"TazewellCounty,Illinois",428,0.00755,129000
"UnionCounty,Illinois",453,0.00666,147000
"VermilionCounty,Illinois",396,0.00113,57000
"WabashCounty,Illinois",170,0.0038,177000
"WarrenCounty,Illinois",154,0.00041,118000
"WashingtonCounty,Illinois",368,0.00464,167000
"WayneCounty,Illinois",216,0.00742,27000
"WhiteCounty,Illinois",144,0.00751,54000
"WhitesideCounty,Illinois",207,0.00185,123000
"WillCounty,Illinois",222,0.00368,162000
"WilliamsonCounty,Illinois",108,0.00186,34000
"WinnebagoCounty,Illinois",383,0.00789,37000
"WoodfordCounty,Illinois",441,0.00799,140000
"AdamsCounty,Indiana",101,0.00354,193000
"AllenCounty,Indiana",232,0.00861,169000
"BartholomewCounty,Indiana",392,0.00743,43000
"BentonCounty,Indiana",437,0.00296,99000
"BlackfordCounty,Indiana",356,0.00478,21000
"BooneCounty,Indiana",422,0.00025,92000
"BrownCounty,Indiana",471,0.00831,87000
"CarrollCounty,Indiana",105,0.00271,30000
"CassCounty,Indiana",295,0.00001,23000
"ClarkCounty,Indiana",473,0.00367,71000
"ClayCounty,Indiana",365,0.00949,40000
"ClintonCounty,Indiana",168,0.00493,114000
"CrawfordCounty,Indiana",184,0.00137,137000
"DaviessCounty,Indiana",185,0.00815,97000
"DeKalbCounty,Indiana",372,0.00395,65000
"DearbornCounty,Indiana",321,0.00326,65000
"DecaturCounty,Indiana",315,0.00638,141000
"DelawareCounty,Indiana",382,0.00102,107000
"DuboisCounty,Indiana",254,0.00775,20000
"ElkhartCounty,Indiana",178,0.00425,133000
"FayetteCounty,Indiana",271,0.00352,129000
"FloydCounty,Indiana",451,0.0055,147000
"FountainCounty,Indiana",445,0.00999,183000
"FranklinCounty,Indiana",493,0.00657,98000
"FultonCounty,Indiana",177,0.00532,155000
"GibsonCounty,Indiana",157,0.00902,121000
"GrantCounty,Indiana",473,0.00483,57000
"GreeneCounty,Indiana",102,0.00498,69000
"HamiltonCounty,Indiana",391,0.00208,122000
"HancockCounty,Indiana",324,0.00185,125000
"HarrisonCounty,Indiana",452,0.00956,32000
"HendricksCounty,Indiana",315,0.00936,43000
"HenryCounty,Indiana",194,0.00962,172000
"HowardCounty,Indiana",252,0.00802,38000
"HuntingtonCounty,Indiana",110,0.008,63000
"JacksonCounty,Indiana",393,0.005,127000
"JasperCounty,Indiana",414,0.00032,93000
"JayCounty,Indiana",468,0.00582,152000
"JeffersonCounty,Indiana",300,0.00388,150000
"JenningsCounty,Indiana",298,0.00299,31000
"JohnsonCounty,Indiana",370,0.00433,120000
"KnoxCounty,Indiana",373,0.0001,173000
"KosciuskoCounty,Indiana",497,0.00172,194000
"LaGrangeCounty,Indiana",500,0.00838,34000
"LaPorteCounty,Indiana",418,0.00517,30000
"LakeCounty,Indiana",175,0.00415,179000
"LawrenceCounty,Indiana",439,0.00917,118000
"MadisonCounty,Indiana",245,0.00681,67000
"MarionCounty,Indiana",404,0.00281,198000
"MarshallCounty,Indiana",394,0.00669,79000
"MartinCounty,Indiana",390,0.00661,75000
"MiamiCounty,Indiana",259,0.00561,193000
"MonroeCounty,Indiana",183,0.00984,132000
"MontgomeryCounty,Indiana",477,0.00701,172000
"MorganCounty,Indiana",169,0.00606,185000
"NewtonCounty,Indiana",188,0.0067,47000
"NobleCounty,Indiana",303,0.00291,26000
"OhioCounty,Indiana",324,0.00041,124000
"OrangeCounty,Indiana",293,0.00869,161000
"OwenCounty,Indiana",126,0.00813,194000
"ParkeCounty,Indiana",165,0.00694,165000
"PerryCounty,Indiana",353,0.0007,149000
"PikeCounty,Indiana",363,0.00463,139000
"PorterCounty,Indiana",272,0.00539,110000
"PoseyCounty,Indiana",108,0.00745,121000
"PulaskiCounty,Indiana",159,0.00849,170000
"PutnamCounty,Indiana",165,0.00676,62000
"RandolphCounty,Indiana",206,0.00673,107000
"RipleyCounty,Indiana",176,0.00364,60000
"RushCounty,Indiana",390,0.00219,75000
"SaintJosephCounty,Indiana",268,0.00389,71000
"ScottCounty,Indiana",435,0.00727,16000
"ShelbyCounty,Indiana",147,0.00454,101000
"SpencerCounty,Indiana",317,0.00182,109000
"StarkeCounty,Indiana",298,0.00767,105000
"SteubenCounty,Indiana",162,0.00319,161000
"SullivanCounty,Indiana",482,0.00494,136000
"SwitzerlandCounty,Indiana",290,0.00867,196000
"TippecanoeCounty,Indiana",267,0.00898,197000
"TiptonCounty,Indiana",162,0.00629,95000
"UnionCounty,Indiana",229,0.00166,174000
"VanderburghCounty,Indiana",131,0.0065,138000
"VermillionCounty,Indiana",391,0.00484,155000
"VigoCounty,Indiana",276,0.00576,18000
"WabashCounty,Indiana",406,0.00073,121000
"WarrenCounty,Indiana",456,0.00078,45000
"WarrickCounty,Indiana",489,0.00008,111000
"WashingtonCounty,Indiana",474,0.00746,173000
"WayneCounty,Indiana",366,0.00793,176000
"WellsCounty,Indiana",221,0.00548,76000
"WhiteCounty,Indiana",462,0.00217,146000
"WhitleyCounty,Indiana",442,0.00799,178000
"AdairCounty,Iowa",205,0.00062,13000
"AdamsCounty,Iowa",193,0.00514,32000
"AllamakeeCounty,Iowa",125,0.00091,155000
"AppanooseCounty,Iowa",219,0.00757,131000
"AudubonCounty,Iowa",273,0.00761,59000
"BentonCounty,Iowa",483,0.00002,126000
"BlackHawkCounty,Iowa",186,0.00503,62000
"BooneCounty,Iowa",350,0.00133,151000
"BremerCounty,Iowa",312,0.00922,94000
"BuchananCounty,Iowa",466,0.00199,46000
"BuenaVistaCounty,Iowa",459,0.00799,164000
"ButlerCounty,Iowa",460,0.00179,68000
"CalhounCounty,Iowa",264,0.00116,42000
"CarrollCounty,Iowa",258,0.00105,112000
"CassCounty,Iowa",245,0.00326,70000
"CedarCounty,Iowa",382,0.00052,50000
"CerroGordoCounty,Iowa",408,0.00854,137000
"CherokeeCounty,Iowa",342,0.00903,183000
"ChickasawCounty,Iowa",297,0.00221,117000
"ClarkeCounty,Iowa",379,0.00381,28000
"ClayCounty,Iowa",291,0.00188,56000
"ClaytonCounty,Iowa",431,0.00348,87000
"ClintonCounty,Iowa",181,0.00961,88000
"CrawfordCounty,Iowa",312,0.00032,113000
"DallasCounty,Iowa",280,0.00907,122000
"DavisCounty,Iowa",145,0.00968,40000
"DecaturCounty,Iowa",145,0.00772,12000
"DelawareCounty,Iowa",314,0.00721,155000
"DesMoinesCounty,Iowa",436,0.00577,24000
"DickinsonCounty,Iowa",400,0.00876,38000
"DubuqueCounty,Iowa",147,0.00408,105000
"EmmetCounty,Iowa",157,0.00558,194000
"FayetteCounty,Iowa",323,0.00694,184000
"FloydCounty,Iowa",489,0.0052,55000
"FranklinCounty,Iowa",472,0.0085,21000
"FremontCounty,Iowa",299,0.00981,43000
"GreeneCounty,Iowa",397,0.00816,179000
"GrundyCounty,Iowa",119,0.00474,199000
"GuthrieCounty,Iowa",452,0.00088,144000
"HamiltonCounty,Iowa",164,0.00447,111000
"HancockCounty,Iowa",313,0.00537,154000
"HardinCounty,Iowa",311,0.00384,28000
"HarrisonCounty,Iowa",413,0.00654,122000
"HenryCounty,Iowa",184,0.00756,60000
"HowardCounty,Iowa",106,0.00756,186000
"HumboldtCounty,Iowa",174,0.00796,74000
"IdaCounty,Iowa",343,0.00137,181000
"IowaCounty,Iowa",152,0.00604,92000
"JacksonCounty,Iowa",405,0.00086,42000
"JasperCounty,Iowa",101,0.00941,92000
"JeffersonCounty,Iowa",258,0.00774,20000
"JohnsonCounty,Iowa",214,0.00689,17000
"JonesCounty,Iowa",292,0.00461,115000
"KeokukCounty,Iowa",410,0.00322,117000
"KossuthCounty,Iowa",469,0.00792,42000
"LeeCounty,Iowa",490,0.0011,31000
"LinnCounty,Iowa",103,0.00816,57000
"LouisaCounty,Iowa",230,0.00856,145000
"LucasCounty,Iowa",387,0.00578,98000
"LyonCounty,Iowa",108,0.00686,136000
"MadisonCounty,Iowa",112,0.00082,196000
"MahaskaCounty,Iowa",315,0.00733,30000
"MarionCounty,Iowa",371,0.00252,116000
"MarshallCounty,Iowa",276,0.0031,130000
"MillsCounty,Iowa",399,0.00045,47000
"MitchellCounty,Iowa",250,0.00897,139000
"MononaCounty,Iowa",117,0.00255,91000
"MonroeCounty,Iowa",120,0.00459,80000
"MontgomeryCounty,Iowa",496,0.00925,114000
"MuscatineCounty,Iowa",300,0.00749,153000
"OBrienCounty,Iowa",257,0.00895,196000
"OsceolaCounty,Iowa",469,0.0011,105000
"PageCounty,Iowa",369,0.0025,52000
"PaloAltoCounty,Iowa",159,0.00128,27000
"PlymouthCounty,Iowa",233,0.00209,120000
"PocahontasCounty,Iowa",315,0.00427,196000
"PolkCounty,Iowa",387,0.0061,197000
"PottawattamieCounty,Iowa",136,0.00337,114000
"PoweshiekCounty,Iowa",176,0.00401,43000
"RinggoldCounty,Iowa",199,0.00086,67000
"SacCounty,Iowa",107,0.00012,148000
"ScottCounty,Iowa",383,0.00225,139000
"ShelbyCounty,Iowa",237,0.00843,105000
"SiouxCounty,Iowa",362,0.00093,132000
"StoryCounty,Iowa",157,0.00586,139000
"TamaCounty,Iowa",381,0.00059,150000
"TaylorCounty,Iowa",192,0.00042,165000
"UnionCounty,Iowa",256,0.00517,71000
"VanBurenCounty,Iowa",356,0.00085,175000
"WapelloCounty,Iowa",293,0.00982,194000
"WarrenCounty,Iowa",315,0.00579,179000
"WashingtonCounty,Iowa",117,0.00742,14000
"WayneCounty,Iowa",403,0.00208,44000
"WebsterCounty,Iowa",195,0.0057,20000
"WinnebagoCounty,Iowa",494,0.00983,25000
"WinneshiekCounty,Iowa",166,0.00538,49000
"WoodburyCounty,Iowa",337,0.00134,128000
"WorthCounty,Iowa",194,0.00518,43000
"WrightCounty,Iowa",180,0.00169,45000
"AllenCounty,Kansas",438,0.00984,45000
"AndersonCounty,Kansas",169,0.00266,162000
"AtchisonCounty,Kansas",186,0.00442,175000
"BarberCounty,Kansas",155,0.0009,76000
"BartonCounty,Kansas",111,0.00064,22000
"BourbonCounty,Kansas",427,0.00194,16000
"BrownCounty,Kansas",222,0.00797,58000
"ButlerCounty,Kansas",396,0.00805,97000
"ChaseCounty,Kansas",404,0.00756,100000
"ChautauquaCounty,Kansas",224,0.00926,73000
"CherokeeCounty,Kansas",377,0.00344,115000
"CheyenneCounty,Kansas",185,0.00032,124000
"ClarkCounty,Kansas",351,0.00659,78000
"ClayCounty,Kansas",207,0.00561,193000
"CloudCounty,Kansas",476,0.00371,88000
"CoffeyCounty,Kansas",110,0.00477,168000
"ComancheCounty,Kansas",432,0.00231,95000
"CowleyCounty,Kansas",193,0.00593,73000
"CrawfordCounty,Kansas",275,0.00535,75000
"DecaturCounty,Kansas",312,0.00605,16000
"DickinsonCounty,Kansas",231,0.0066,39000
"DoniphanCounty,Kansas",123,0.00295,86000
"DouglasCounty,Kansas",296,0.00879,14000
"EdwardsCounty,Kansas",430,0.00554,73000
"ElkCounty,Kansas",196,0.00459,101000
"EllisCounty,Kansas",475,0.00192,136000
"EllsworthCounty,Kansas",206,0.0017,103000
"FinneyCounty,Kansas",117,0.00731,97000
"FordCounty,Kansas",398,0.00925,80000
"FranklinCounty,Kansas",383,0.00636,192000
"GearyCounty,Kansas",130,0.00383,46000
"GoveCounty,Kansas",185,0.00156,161000
"GrahamCounty,Kansas",475,0.00602,91000
"GrantCounty,Kansas",408,0.0057,181000
"GrayCounty,Kansas",204,0.00258,122000
"GreeleyCounty,Kansas",448,0.00492,44000
"GreenwoodCounty,Kansas",141,0.00121,182000
"HamiltonCounty,Kansas",436,0.0064,104000
"HarperCounty,Kansas",405,0.00205,80000
"HarveyCounty,Kansas",442,0.00692,105000
"HaskellCounty,Kansas",491,0.00738,104000
"HodgemanCounty,Kansas",225,0.00564,190000
"JacksonCounty,Kansas",272,0.00046,157000
"JeffersonCounty,Kansas",110,0.00273,47000
"JewellCounty,Kansas",347,0.00683,140000
"JohnsonCounty,Kansas",282,0.00282,116000
"KearnyCounty,Kansas",266,0.00654,173000
"KingmanCounty,Kansas",280,0.00968,98000
"KiowaCounty,Kansas",499,0.00686,89000
"LabetteCounty,Kansas",408,0.0095,72000
"LaneCounty,Kansas",268,0.00722,90000
"LeavenworthCounty,Kansas",296,0.00972,137000
"LincolnCounty,Kansas",172,0.00248,151000
"LinnCounty,Kansas",293,0.00335,196000
"LoganCounty,Kansas",397,0.00784,162000
"LyonCounty,Kansas",172,0.00448,193000
"MarionCounty,Kansas",390,0.00805,192000
"MarshallCounty,Kansas",143,0.00995,133000
"McPhersonCounty,Kansas",427,0.00868,199000
"MeadeCounty,Kansas",405,0.00705,172000
"MiamiCounty,Kansas",150,0.00863,117000
"MitchellCounty,Kansas",319,0.00804,78000
"MontgomeryCounty,Kansas",151,0.00005,169000
"MorrisCounty,Kansas",398,0.00826,111000
"MortonCounty,Kansas",192,0.00752,183000
"NemahaCounty,Kansas",351,0.00525,194000
"NeoshoCounty,Kansas",149,0.00426,197000
"NessCounty,Kansas",266,0.00205,152000
"NortonCounty,Kansas",378,0.00857,127000
"OsageCounty,Kansas",198,0.00657,134000
"OsborneCounty,Kansas",255,0.00899,103000
"OttawaCounty,Kansas",425,0.00588,125000
"PawneeCounty,Kansas",469,0.00892,95000
"PhillipsCounty,Kansas",221,0.00293,182000
"PottawatomieCounty,Kansas",499,0.00116,59000
"PrattCounty,Kansas",206,0.0067,187000
"RawlinsCounty,Kansas",327,0.00183,39000
"RenoCounty,Kansas",443,0.00388,153000
"RepublicCounty,Kansas",152,0.00871,24000
"RiceCounty,Kansas",305,0.00606,95000
"RileyCounty,Kansas",483,0.00666,95000
"RooksCounty,Kansas",198,0.00108,157000
"RushCounty,Kansas",309,0.00273,178000
"RussellCounty,Kansas",463,0.00841,80000
"SalineCounty,Kansas",324,0.0067,101000
"ScottCounty,Kansas",219,0.00345,195000
"SedgwickCounty,Kansas",128,0.00602,63000
"SewardCounty,Kansas",269,0.00806,67000
"ShawneeCounty,Kansas",321,0.00028,73000
"SheridanCounty,Kansas",133,0.00487,24000
"ShermanCounty,Kansas",151,0.00528,179000
"SmithCounty,Kansas",386,0.00851,105000
"StaffordCounty,Kansas",280,0.00795,29000
"StantonCounty,Kansas",415,0.00497,96000
"StevensCounty,Kansas",442,0.00047,178000
"SumnerCounty,Kansas",147,0.00639,120000
"ThomasCounty,Kansas",132,0.00775,95000
"TregoCounty,Kansas",223,0.00568,182000
"WabaunseeCounty,Kansas",492,0.00596,67000
"WallaceCounty,Kansas",212,0.00422,192000
"WashingtonCounty,Kansas",307,0.00023,125000
"WichitaCounty,Kansas",274,0.00654,50000
"WilsonCounty,Kansas",182,0.00911,173000
"WoodsonCounty,Kansas",350,0.00026,86000
"WyandotteCounty,Kansas",123,0.00286,153000
"AdairCounty,Kentucky",280,0.00093,156000
"AllenCounty,Kentucky",454,0.00509,101000
"AndersonCounty,Kentucky",254,0.00768,120000
"BallardCounty,Kentucky",463,0.00869,101000
"BarrenCounty,Kentucky",152,0.00171,93000
"BathCounty,Kentucky",279,0.00966,169000
"BellCounty,Kentucky",466,0.00818,116000
"BooneCounty,Kentucky",305,0.00973,48000
"BourbonCounty,Kentucky",322,0.00106,114000
"BoydCounty,Kentucky",327,0.00993,59000
"BoyleCounty,Kentucky",138,0.00548,66000
"BrackenCounty,Kentucky",294,0.00287,122000
"BreathittCounty,Kentucky",132,0.00508,159000
"BreckinridgeCounty,Kentucky",188,0.00721,133000
"BullittCounty,Kentucky",377,0.00677,188000
"ButlerCounty,Kentucky",258,0.00828,51000
"CaldwellCounty,Kentucky",381,0.00096,30000
"CallowayCounty,Kentucky",406,0.00182,168000
"CampbellCounty,Kentucky",298,0.0029,38000
"CarlisleCounty,Kentucky",171,0.00942,53000
"CarrollCounty,Kentucky",343,0.00643,38000
"CarterCounty,Kentucky",224,0.00763,69000
"CaseyCounty,Kentucky",386,0.00781,98000
"ChristianCounty,Kentucky",140,0.00403,51000
"ClarkCounty,Kentucky",326,0.00378,56000
"ClayCounty,Kentucky",466,0.00469,106000
"ClintonCounty,Kentucky",391,0.00107,25000
"CrittendenCounty,Kentucky",252,0.00652,195000
"CumberlandCounty,Kentucky",413,0.00948,20000
"DaviessCounty,Kentucky",494,0.0018,182000
"EdmonsonCounty,Kentucky",316,0.00141,165000
"ElliottCounty,Kentucky",432,0.00581,58000
"EstillCounty,Kentucky",473,0.00804,81000
"FayetteCounty,Kentucky",232,0.00139,38000
"FlemingCounty,Kentucky",129,0.0017,110000
"FloydCounty,Kentucky",312,0.00698,26000
"FranklinCounty,Kentucky",232,0.00157,71000
"FultonCounty,Kentucky",320,0.00659,162000
"GallatinCounty,Kentucky",389,0.00475,43000
"GarrardCounty,Kentucky",320,0.00338,10000
"GrantCounty,Kentucky",415,0.0002,62000
"GravesCounty,Kentucky",423,0.00844,179000
"GraysonCounty,Kentucky",208,0.00857,44000
"GreenCounty,Kentucky",465,0.00229,86000
"GreenupCounty,Kentucky",388,0.00126,191000
"HancockCounty,Kentucky",189,0.00346,32000
"HardinCounty,Kentucky",156,0.00908,27000
"HarlanCounty,Kentucky",288,0.00236,30000
"HarrisonCounty,Kentucky",485,0.00358,72000
"HartCounty,Kentucky",463,0.00353,58000
"HendersonCounty,Kentucky",372,0.00808,39000
"HenryCounty,Kentucky",411,0.00157,154000
"HickmanCounty,Kentucky",176,0.00606,152000
"HopkinsCounty,Kentucky",133,0.00642,110000
"JacksonCounty,Kentucky",100,0.00961,195000
"JeffersonCounty,Kentucky",414,0.00879,15000
"JessamineCounty,Kentucky",369,0.00551,35000
"JohnsonCounty,Kentucky",319,0.00195,50000
"KentonCounty,Kentucky",479,0.00209,89000
"KnottCounty,Kentucky",429,0.00477,200000
"KnoxCounty,Kentucky",138,0.0089,108000
"LarueCounty,Kentucky",371,0.00386,126000
"LaurelCounty,Kentucky",223,0.00347,198000
"LawrenceCounty,Kentucky",226,0.00454,121000
"LeeCounty,Kentucky",261,0.00632,97000
"LeslieCounty,Kentucky",138,0.00444,185000
"LetcherCounty,Kentucky",422,0.00823,146000
"LewisCounty,Kentucky",210,0.00144,124000
"LincolnCounty,Kentucky",269,0.00428,75000
"LivingstonCounty,Kentucky",221,0.00942,23000
"LoganCounty,Kentucky",389,0.00216,64000
"LyonCounty,Kentucky",413,0.00609,134000
"MadisonCounty,Kentucky",298,0.00067,110000
"MagoffinCounty,Kentucky",132,0.00998,47000
"MarionCounty,Kentucky",473,0.00753,137000
"MarshallCounty,Kentucky",426,0.00949,174000
"MartinCounty,Kentucky",381,0.00508,57000
"MasonCounty,Kentucky",176,0.00142,123000
"McCrackenCounty,Kentucky",394,0.0025,101000
"McCrearyCounty,Kentucky",412,0.00571,173000
"McLeanCounty,Kentucky",157,0.00704,135000
"MeadeCounty,Kentucky",164,0.00693,130000
"MenifeeCounty,Kentucky",235,0.0057,182000
"MercerCounty,Kentucky",213,0.00245,126000
"MetcalfeCounty,Kentucky",226,0.00276,157000
"MonroeCounty,Kentucky",421,0.00567,70000
"MontgomeryCounty,Kentucky",238,0.00785,83000
"MorganCounty,Kentucky",478,0.00976,63000
"MuhlenbergCounty,Kentucky",481,0.00706,11000
"NelsonCounty,Kentucky",187,0.00085,97000
"NicholasCounty,Kentucky",305,0.00768,139000
"OhioCounty,Kentucky",465,0.00471,178000
"OldhamCounty,Kentucky",493,0.00117,73000
"OwenCounty,Kentucky",428,0.00403,141000
"OwsleyCounty,Kentucky",456,0.00036,100000
"PendletonCounty,Kentucky",228,0.00871,134000
"PerryCounty,Kentucky",162,0.0062,86000
"PikeCounty,Kentucky",406,0.00532,43000
"PowellCounty,Kentucky",120,0.00254,96000
"PulaskiCounty,Kentucky",349,0.00488,14000
"RobertsonCounty,Kentucky",100,0.0059,97000
"RockcastleCounty,Kentucky",269,0.00906,69000
"RowanCounty,Kentucky",428,0.00655,69000
"RussellCounty,Kentucky",491,0.00969,177000
"ScottCounty,Kentucky",423,0.00071,50000
"ShelbyCounty,Kentucky",302,0.00258,147000
"SimpsonCounty,Kentucky",150,0.00572,161000
"SpencerCounty,Kentucky",457,0.00816,170000
"TaylorCounty,Kentucky",299,0.00468,44000
"ToddCounty,Kentucky",382,0.00774,53000
"TriggCounty,Kentucky",305,0.00947,156000
"TrimbleCounty,Kentucky",360,0.00923,119000
"UnionCounty,Kentucky",104,0.00376,148000
"WarrenCounty,Kentucky",118,0.00422,34000
"WashingtonCounty,Kentucky",137,0.00903,44000
"WayneCounty,Kentucky",500,0.00881,114000
"WebsterCounty,Kentucky",352,0.00758,163000
"WhitleyCounty,Kentucky",420,0.00643,158000
"WolfeCounty,Kentucky",267,0.00679,99000
"WoodfordCounty,Kentucky",322,0.0007,115000
"AcadiaParish,Louisiana",471,0.00109,39000
"AllenParish,Louisiana",173,0.00633,199000
"AscensionParish,Louisiana",121,0.00052,184000
"AssumptionParish,Louisiana",231,0.00844,188000
"AvoyellesParish,Louisiana",419,0.0038,11000
"BeauregardParish,Louisiana",143,0.00332,143000
"BienvilleParish,Louisiana",250,0.00183,32000
"BossierParish,Louisiana",261,0.00831,139000
"CaddoParish,Louisiana",222,0.00255,37000
"CalcasieuParish,Louisiana",193,0.00533,124000
"CaldwellParish,Louisiana",335,0.00444,178000
"CameronParish,Louisiana",158,0.00536,112000
"CatahoulaParish,Louisiana",256,0.00848,83000
"ClaiborneParish,Louisiana",371,0.00186,44000
"ConcordiaParish,Louisiana",104,0.0063,53000
"DeSotoParish,Louisiana",350,0.00062,117000
"EastBatonRougeParish,Louisiana",355,0.00371,54000
"EastCarrollParish,Louisiana",448,0.00057,165000
"EastFelicianaParish,Louisiana",226,0.00706,13000
"EvangelineParish,Louisiana",194,0.00138,166000
"FranklinParish,Louisiana",263,0.00923,50000
"GrantParish,Louisiana",168,0.00539,113000
"IberiaParish,Louisiana",465,0.00384,70000
"IbervilleParish,Louisiana",237,0.0041,200000
"JacksonParish,Louisiana",469,0.00473,168000
"JeffersonDavisParish,Louisiana",477,0.00177,129000
"JeffersonParish,Louisiana",215,0.00816,156000
"LaSalleParish,Louisiana",447,0.00974,171000
"LafayetteParish,Louisiana",198,0.00323,50000
"LafourcheParish,Louisiana",371,0.00555,25000
"LincolnParish,Louisiana",209,0.00776,75000
"LivingstonParish,Louisiana",271,0.00738,36000
"MadisonParish,Louisiana",392,0.00821,52000
"MorehouseParish,Louisiana",170,0.0025,186000
"NatchitochesParish,Louisiana",168,0.00666,14000
"OrleansParish,Louisiana",266,0.00122,32000
"OuachitaParish,Louisiana",385,0.00526,175000
"PlaqueminesParish,Louisiana",483,0.00132,187000
"PointeCoupeeParish,Louisiana",223,0.00972,100000
"RapidesParish,Louisiana",136,0.00791,66000
"RedRiverParish,Louisiana",306,0.00059,34000
"RichlandParish,Louisiana",413,0.00796,56000
"SabineParish,Louisiana",278,0.0036,119000
